date,original,annual,high_frequency,seasonal_subannual,semiannual,subseasonal,trend,reconstructed_without_noise,residual
2005-01-01,0.64155287,-0.085888416874542,-0.014146430430451482,-0.02197844182961572,-0.010117618104814716,0.07501967392829567,0.7679886077833302,0.710877374472202,-0.06932450447220195
2005-01-02,0.69398946,-0.08683782611557697,-0.03675376232485753,-0.02038994620762204,-0.011571895092512056,0.08526823990640893,0.768147080420271,0.6978618905861114,-0.0038724305861114194
2005-01-03,0.6678212,-0.08751713324033228,-0.0482209693160054,-0.020192564504311145,-0.012093878470986728,0.077912338524554,0.7683777821399689,0.6782655751328873,-0.010444375132887318
2005-01-04,0.6809901,-0.08837963936916544,-0.03350429672580043,-0.02002722800565697,-0.012025457057302161,0.06667211244792705,0.7684712193362444,0.6812067106262465,-0.00021661062624644956
2005-01-05,0.595871,-0.08937724156027127,-0.0036245782775614754,-0.018388577218259695,-0.011610159421704791,0.05111763084481899,0.7684665440946431,0.6965836184616648,-0.1007126184616648
2005-01-06,0.84591484,-0.09038705365878792,0.01733830147985518,-0.014285294378708242,-0.011111081130352345,0.024367801010607017,0.7684370499210659,0.6943597232436796,0.15155511675632038
2005-01-07,0.70831347,-0.09152876065206174,0.01798053618376369,-0.00885150492341636,-0.010754960234647488,-0.017363776851871515,0.7683262178745641,0.6578077513963307,0.05050571860366926
2005-01-08,0.61127955,-0.09268658524811763,0.011790957097817453,-0.0013266384670364462,-0.010530006989625574,-0.05700213983241205,0.7681883204673973,0.618433907028023,-0.007154357028023028
2005-01-09,0.579198,-0.09382272258930424,0.013480413249478757,0.00837810539531582,-0.010366877099656295,-0.07702457946597456,0.7680444606846597,0.6086888001745192,-0.029490800174519216
2005-01-10,0.6126981,-0.0948151411539704,0.01900458541148934,0.01955826396353108,-0.010105937056768783,-0.07413652641089347,0.7679573083912778,0.6274625531446656,-0.014764453144665568
