date,original,high_frequency,interannual,subseasonal,trend,reconstructed_without_noise,residual
2005-01-01,0.0,0.16499138412984163,0.048003457632311855,0.033414758939072725,0.013018178287930178,0.2594277789891564,-0.2594277789891564
2005-01-02,0.0,-0.08459073416364832,0.04010148815324005,-0.04112145482238287,0.012946138630369735,-0.0726645622024214,0.0726645622024214
2005-01-03,0.0,-0.06499278318118247,0.020560088739390425,-0.06922351339593094,0.012919908215146166,-0.10073629962257682,0.10073629962257682
2005-01-04,0.0,-0.01252692076215815,0.018538170963469422,-0.029865577858406135,0.012904005358392031,-0.010950322298702832,0.010950322298702832
2005-01-05,0.0,-0.028650966806438874,0.02584444812846483,-0.03137568123965338,0.012897574381850987,-0.021284625535776442,0.021284625535776442
2005-01-06,0.0,0.11244683405425598,0.022723803822699423,-0.044501440550111404,0.012894228234993652,0.10356342556183766,-0.10356342556183766
2005-01-07,0.0,-0.009989951773109188,0.01575701847039339,-0.022133218489677805,0.012874388301536697,-0.0034917634908569074,0.0034917634908569074
2005-01-08,0.0,-0.03333010161083689,0.014820416718137622,0.0009279012511700926,0.012843383620677632,-0.004738400020851541,0.004738400020851541
2005-01-09,0.0,0.04491830882558708,0.016940669448874162,0.017037461331661764,0.012813608515839786,0.09171004812196279,-0.09171004812196279
2005-01-10,0.0,-0.0580528221126223,0.01909085724009014,0.028200651603698848,0.012763037964877457,0.002001724696044146,-0.002001724696044146
2005-01-11,0.0,0.04503127234877996,0.01562882622069375,0.02395692760069746,0.012718014368535672,0.09733504053870684,-0.09733504053870684
2005-01-12,0.0,-0.12215194185495908,0.012224379653148425,0.01737992271452376,0.012680211933665786,-0.07986742755362111,0.07986742755362111
2005-01-13,0.0,0.021323557770451782,0.013396800224994279,0.02709250009005892,0.013024979488593293,0.07483783757409827,-0.07483783757409827
2005-01-14,0.0,0.17288065566262623,0.012818095503128932,0.006511581317969744,0.013314410376848019,0.20552474286057293,-0.20552474286057293
2005-01-15,0.0,0.02348831115733111,0.010212690176035242,-0.025847058637809926,0.013554114445573076,0.021408057141129505,-0.021408057141129505
2005-01-16,0.0,-0.08195331005964436,0.00864789157462976,-0.026641813153730293,0.013763119925943009,-0.08618411171280188,0.08618411171280188
2005-01-17,0.0,0.030163871578365267,0.008021413347634941,-0.021503018938633177,0.013963534042508347,0.030645800029875377,-0.030645800029875377
2005-01-18,0.0,-0.13711055003028966,0.00929578297052442,0.001907119893011823,0.014146265379336677,-0.11176138178741675,0.11176138178741675
2005-01-19,0.0,0.12566826001248535,0.009347260425698218,0.040244351960472415,0.014310918075293902,0.18957079047394987,-0.18957079047394987
2005-01-20,0.0,0.04008812855883236,0.007234355383967451,0.05123398044452442,0.014455258254374303,0.11301172264169854,-0.11301172264169854
2005-01-21,0.0,0.033878687850085895,0.009877823196595867,0.04155801987669649,0.014584485332917351,0.0998990162562956,-0.0998990162562956
2005-01-22,0.0,0.10596103230912332,0.009264715662311442,0.04625865778770159,0.01469119660920134,0.1761756023683377,-0.1761756023683377
2005-01-23,0.0,-0.18814551947111474,0.008682246611361607,0.03833765576038441,0.014788093808537827,-0.1263375232908309,0.1263375232908309
