component,singular_value,norm,variance_fraction,cumulative_variance_fraction,dominant_period_days,assigned_band,prefecture_code,variable
1,27.00026997850833,27.00026997850833,0.010909331533077844,0.010909331533077844,2739.0,trend,JP-13,c2w_transition_intensity
2,18.941997672425583,18.941997672425583,0.005369248252363194,0.016278579785441036,3.904490377761939,high_frequency,JP-13,c2w_transition_intensity
3,18.93807728142629,18.93807728142629,0.00536702595515974,0.021645605740600777,3.904490377761939,high_frequency,JP-13,c2w_transition_intensity
4,18.18205915840579,18.18205915840579,0.004947070045688554,0.026592675786289332,2.0586245772266065,high_frequency,JP-13,c2w_transition_intensity
5,18.131157664543807,18.131157664543807,0.004919409727118798,0.03151208551340813,2.6813509544787077,high_frequency,JP-13,c2w_transition_intensity
6,18.10423986339917,18.10423986339917,0.004904813704178072,0.0364168992175862,2.6813509544787077,high_frequency,JP-13,c2w_transition_intensity
7,17.995563575803505,17.995563575803505,0.004846105126592068,0.04126300434417827,2.0586245772266065,high_frequency,JP-13,c2w_transition_intensity
8,17.75730684760767,17.75730684760767,0.004718632182828294,0.04598163652700656,14.725806451612904,subseasonal,JP-13,c2w_transition_intensity
9,17.735519647964555,17.735519647964555,0.00470706030271323,0.05068869682971979,14.725806451612904,subseasonal,JP-13,c2w_transition_intensity
10,17.457524953349164,17.457524953349164,0.004560655516670808,0.0552493523463906,8.401840490797545,subseasonal,JP-13,c2w_transition_intensity
11,17.455410085959045,17.455410085959045,0.0045595505951622275,0.059808902941552826,8.401840490797545,subseasonal,JP-13,c2w_transition_intensity
12,17.382276961846053,17.382276961846053,0.004521424233236581,0.06433032717478941,3.935344827586207,high_frequency,JP-13,c2w_transition_intensity
13,17.375776137809783,17.375776137809783,0.004518042917079328,0.06884837009186874,3.935344827586207,high_frequency,JP-13,c2w_transition_intensity
14,17.27147138556068,17.27147138556068,0.00446396315637995,0.07331233324824869,5.313288069835112,high_frequency,JP-13,c2w_transition_intensity
15,17.256450164750017,17.256450164750017,0.0044562018005780465,0.07776853504882673,5.313288069835112,high_frequency,JP-13,c2w_transition_intensity
16,17.179614191925683,17.179614191925683,0.004416606829352812,0.08218514187817955,24.13215859030837,subseasonal,JP-13,c2w_transition_intensity
17,17.133319696828725,17.133319696828725,0.0043928357373986026,0.08657797761557814,24.13215859030837,subseasonal,JP-13,c2w_transition_intensity
18,17.0192727575282,17.0192727575282,0.004334549068381991,0.09091252668396013,6.039691289966924,high_frequency,JP-13,c2w_transition_intensity
