date,original,annual,high_frequency,seasonal_subannual,semiannual,subseasonal,trend,reconstructed_without_noise,residual
2005-01-01,33.0,5.139197438715908,2.0319430641821317,1.9653418155371822,2.3123288964701234,2.463245477113679,18.6199607937815,32.53201748580052,0.4679825141994769
2005-01-02,27.0,5.183931207435036,-0.21024166179885695,1.3754198419809935,2.3333877961657437,1.8951920764249874,18.631370164728388,29.209059424936292,-2.2090594249362923
2005-01-03,36.0,5.234407516552421,2.728306313243619,1.2020917356193757,2.3584291670619977,1.7490620326007988,18.646362783039947,31.91865954811816,4.0813404518818395
2005-01-04,30.0,5.287383042882603,-0.4597755660888206,0.77199961764166,2.3813948479089055,1.352188867091169,18.663354562217226,27.996545371652743,2.0034546283472565
2005-01-05,29.0,5.32347933348756,-1.81857529498539,0.2783343974054895,2.3901031870273908,1.249393866043603,18.672370833902356,26.09510632288101,2.9048936771189915
2005-01-06,29.0,5.347723520527087,1.9240674692413526,-0.09215512056961739,2.3891369013079524,1.6407404285156477,18.675890592037756,29.885403791060178,-0.8854037910601775
2005-01-07,24.0,5.382046791744879,-2.159663986039651,-0.4914358040909632,2.3960434024145116,1.6615254309652296,18.685450321247945,25.47396615624195,-1.47396615624195
2005-01-08,22.0,5.414163587837643,-0.4604398747630674,-0.9327104020803727,2.4001384889911273,1.6662287759522352,18.694719154436225,26.78209973037379,-4.78209973037379
2005-01-09,33.0,5.445181022596769,2.299525552703507,-1.2934550437115457,2.4024670449848804,1.414797684253144,18.704315008389646,28.9728312692164,4.0271687307836
2005-01-10,28.0,5.471772162248493,-0.251614811661306,-1.6672637894134181,2.3988573119381873,0.7906714035156356,18.712496982502437,25.45491925913003,2.5450807408699703
2005-01-11,22.0,5.49585937753951,0.8111959649218925,-2.1112598536608145,2.3911846671852923,-0.1895798389155744,18.72026607478499,25.1176663918553,-3.1176663918552983
2005-01-12,19.0,5.5176208996071985,-3.1480082495300348,-2.4851983787114436,2.380885033329549,-0.9482479178294179,18.72766027970881,20.044711666574663,-1.0447116665746634
2005-01-13,27.0,5.540692024329156,0.8246913595084654,-2.724523852968937,2.371465797078198,-1.2284233661670232,18.7365807486379,23.52048271041776,3.4795172895822404
2005-01-14,18.0,5.559001155551739,0.5782300974925316,-3.020366928821234,2.3570680654184084,-1.5187941454931893,18.743828470368697,22.698966714516953,-4.698966714516953
2005-01-15,20.0,5.577221605281324,0.1694204242511662,-3.2975666598311366,2.342153095819037,-1.202546718626004,18.751904753404695,22.340586500299082,-2.340586500299082
2005-01-16,21.0,5.593680555018234,0.058616876389340544,-3.464668788684661,2.3246877318670514,-0.8628115827289298,18.759921245588398,22.409426037449432,-1.4094260374494318
2005-01-17,35.0,5.608176667283404,1.476362109306165,-3.60605237351501,2.3040513791244903,-0.2175841470941292,18.767806329163413,24.332759964268334,10.667240035731666
2005-01-18,16.0,5.613381450773337,-3.1530130751792425,-3.83970856955564,2.2737648760962914,0.7200073421487243,18.771724465730472,20.386156490013942,-4.386156490013942
2005-01-19,25.0,5.62158380042644,0.9875492242234363,-3.958327748662014,2.2450761647161963,1.31077197264359,18.77809752231372,24.984750935661367,0.015249064338632934
2005-01-20,24.0,5.628761275646448,1.51362590028884,-3.9974151461351335,2.214494693461425,1.4389805316897604,18.78477679106815,25.58322404601949,-1.5832240460194917
2005-01-21,28.0,5.635562458956881,-0.605595489847234,-4.068475455948913,2.1826078970553704,1.196415182725097,18.792113192553735,23.132627785494936,4.867372214505064
2005-01-22,25.0,5.64048725548207,0.8885031788100145,-4.1362798773499385,2.147884303400429,0.30353550495507675,18.799333669252153,23.643464034549808,1.3565359654501918
2005-01-23,17.0,5.644580190544096,-1.4335906840516206,-4.115371410312344,2.1111903402547196,-0.41653787730354763,18.807045022074448,20.597315581205752,-3.597315581205752
2005-01-24,30.0,5.649945713260531,0.8819411257455405,-4.0555991845090045,2.0742801020812562,-0.9420780974244831,18.81636657888564,22.424856238039478,7.575143761960522
2005-01-25,10.0,5.651031107317789,-0.5729934240167511,-4.037075185788264,2.0323819137933006,-1.2684268150228084,18.824336980263784,20.62925457654705,-10.629254576547051
2005-01-26,26.0,5.651614299748185,-0.01872890259953508,-3.903096351697484,1.9897354798625093,-0.6860914148221813,18.832931627222486,21.86636473771398,4.13363526228602
2005-01-27,19.0,5.648942490115678,-0.15176091548737464,-3.7050295147140444,1.9432899206235006,-0.4226804889202007,18.840752943177222,22.15351443479478,-3.153514434794779
2005-01-28,24.0,5.644029965427816,0.0437237381320984,-3.5369964675122048,1.8944781396518895,0.13957170154800944,18.848272540086572,23.03307961733418,0.966920382665819
2005-01-29,16.0,5.637013256838459,-0.8318771380244561,-3.374700508164934,1.842992160491022,0.6507657616897111,18.855608347216783,22.779801880046584,-6.779801880046584
2005-01-30,28.0,5.630592142826571,0.16787336483974705,-3.108095653752254,1.7911691535601766,0.528346243393978,18.864168824885756,23.874054075753975,4.125945924246025
2005-01-31,21.0,5.620168534506546,1.9877666887902776,-2.8557730430461175,1.7349825297905754,0.8034060991480839,18.871522669877542,26.16207347906691,-5.162073479066908
2005-02-01,25.0,5.60798336018803,-0.8164144478670214,-2.6543882919690116,1.6765394247628622,0.5988989951086148,18.878863221813553,23.29148226203703,1.7085177379629712
