variable,component,band,mean_band_power_fraction,median_band_power_fraction,min_band_power_fraction,max_band_power_fraction
ah,semiannual,low_frequency_gt_3_years,0.00014526881835189565,0.0001382039870649,0.0001235311093743,0.0004496983197054
ah,semiannual,seasonal_30_150_days,0.010880678437427923,0.003921562402907849,0.0028116027593746,0.3192157166470546
ah,semiannual,semiannual_150_300_days,0.9886944004521969,0.9957956790081034,0.6747408268459164,0.9969352019222948
ah,semiannual,subseasonal_7_30_days,1.0552496332171943e-07,1.0077430071853673e-07,4.2554231521287484e-08,2.0917181684239413e-07
ah,subseasonal,annual_300_430_days,6.055780569258383e-08,3.7261921266581946e-08,4.375615585144117e-09,4.833723721800442e-07
ah,subseasonal,high_frequency_2_7_days,0.009815902681073078,0.0090639218120783,0.0027265274105767,0.0218724911713034
ah,subseasonal,interannual_1_3_years,9.544943851856779e-07,6.33323562270964e-07,5.1769803946267e-08,7.253239466683913e-06
ah,subseasonal,low_frequency_gt_3_years,2.426010172717737e-06,2.4136219612330666e-06,8.039307987578453e-07,4.630990473628987e-06
ah,subseasonal,seasonal_30_150_days,0.02466840142002241,0.02247544711487005,0.0070955520760881,0.0496617975810118
ah,subseasonal,semiannual_150_300_days,1.3247473953248143e-06,7.913483464405105e-07,2.697265783398287e-07,1.142137090977759e-05
ah,subseasonal,subseasonal_7_30_days,0.9655109644597786,0.9672765939076956,0.937270445855608,0.9838896002595808
ah,trend,annual_300_430_days,0.002983057958722389,0.0029645545581940998,0.0015831079253002,0.0042999644094955
ah,trend,high_frequency_2_7_days,1.0124838711235094e-08,9.608379213315774e-09,6.086120318607443e-09,1.775584691748046e-08
ah,trend,interannual_1_3_years,0.5812286023911472,0.5726808977649522,0.4598417041643182,0.707618150430243
ah,trend,low_frequency_gt_3_years,0.41226173752192136,0.4209042858281462,0.2832063966746582,0.5365819786764718
ah,trend,seasonal_30_150_days,0.0006808289894638326,0.0006593887336757999,0.0004045755471639,0.0010296555295063
ah,trend,semiannual_150_300_days,0.00551184577752375,0.005369392318442251,0.0030732972568072,0.0084710320309537
ah,trend,subseasonal_7_30_days,1.9161188258908374e-06,1.8089528820882178e-06,1.2761076085424367e-06,2.944795350890301e-06
c2w_event,annual,annual_300_430_days,0.4265407026981507,0.4058372695803145,0.1657600725729228,0.7505314194540958
c2w_event,annual,high_frequency_2_7_days,0.049135606717870234,0.0023314880676975503,9.541548732360948e-08,0.6379117949844374
c2w_event,annual,interannual_1_3_years,0.3735991137291132,0.3487509835112371,0.1197189359623003,0.7283477276896558
c2w_event,annual,low_frequency_gt_3_years,0.003370548039478239,0.0017894857383308,4.5477641687392375e-05,0.0124155162675427
c2w_event,annual,seasonal_30_150_days,0.08209201457658698,0.02841155784713615,0.0001998551122475,0.4032373539569784
c2w_event,annual,semiannual_150_300_days,0.21976954881589814,0.1763872752518042,0.0339331598149438,0.5818577094091057
c2w_event,annual,subseasonal_7_30_days,0.027966150473569658,0.0054815802230559,1.0545255606138314e-06,0.1710143753745591
c2w_event,high_frequency,annual_300_430_days,7.546107163850318e-05,5.776361043376386e-05,1.3414233289194914e-07,0.0003051539946766
c2w_event,high_frequency,high_frequency_2_7_days,0.9770309653347572,0.9778603168238854,0.9681288389656444,0.9872155518793164
c2w_event,high_frequency,interannual_1_3_years,8.34946161930663e-05,7.381582234632016e-05,3.392523435108321e-07,0.0003431573693198
c2w_event,high_frequency,low_frequency_gt_3_years,1.0572454794038733e-06,6.022714350579815e-07,4.000980273185933e-08,7.323646211028545e-06
c2w_event,high_frequency,seasonal_30_150_days,0.0021791085861715695,0.0019841359289511,0.0005173378388139,0.0050656789381075
c2w_event,high_frequency,semiannual_150_300_days,0.00016614033379396193,6.384524184937035e-05,9.202853943332014e-06,0.0011883363539263
c2w_event,high_frequency,subseasonal_7_30_days,0.020498211368950484,0.0198302796377012,0.0114545702438026,0.0285349568808516
c2w_event,interannual,annual_300_430_days,0.20981281508656163,0.20078675517468614,0.0017252665424692,0.4504900331125384
c2w_event,interannual,high_frequency_2_7_days,0.03200481300487903,0.005752967539779,1.7169374781899783e-09,0.2156567002705073
c2w_event,interannual,interannual_1_3_years,0.6420615096972017,0.625037633468246,0.3843887072688945,0.9140396167849588
c2w_event,interannual,low_frequency_gt_3_years,0.027349010643303258,0.01414755052488035,0.0048255666642811,0.3327734573340428
c2w_event,interannual,seasonal_30_150_days,0.10750536096715153,0.0410445352498919,4.998454292275807e-05,0.5067180424870951
c2w_event,interannual,semiannual_150_300_days,0.04647306651526402,0.01804759707591285,0.000392821130002,0.2511349298226948
c2w_event,interannual,subseasonal_7_30_days,0.06604686149195345,0.00804324523975015,3.151436585897056e-08,0.4530533711729942
c2w_event,original,annual_300_430_days,0.0025797932466839284,0.0022440809972349,0.0005044366955447,0.007321924551089
c2w_event,original,high_frequency_2_7_days,0.7205800048687216,0.7211307915041981,0.7137312724109351,0.7236049211349063
c2w_event,original,interannual_1_3_years,0.004814787016972824,0.0048361495668504,0.002193949067591,0.0086429327691995
c2w_event,original,low_frequency_gt_3_years,0.0007095228039630891,0.00058476281290945,0.0001320849625093,0.0022259768482467
c2w_event,original,seasonal_30_150_days,0.04641281613882498,0.0464847116794678,0.037663843459359,0.0518553212898898
c2w_event,original,semiannual_150_300_days,0.005135041804832946,0.00457368102454825,0.0027389843658916,0.0105366753057006
c2w_event,original,subseasonal_7_30_days,0.2209712594431939,0.22050102923915127,0.2164798580378053,0.2287901750904433
c2w_event,reconstructed_signal,annual_300_430_days,0.002579793246683926,0.0022440809972349,0.0005044366955447,0.007321924551089
c2w_event,reconstructed_signal,high_frequency_2_7_days,0.7205800048687216,0.7211307915041982,0.7137312724109351,0.7236049211349063
c2w_event,reconstructed_signal,interannual_1_3_years,0.004814787016972822,0.0048361495668504,0.0021939490675909,0.0086429327691995
c2w_event,reconstructed_signal,low_frequency_gt_3_years,0.0007095228039630891,0.00058476281290945,0.0001320849625093,0.0022259768482467
c2w_event,reconstructed_signal,seasonal_30_150_days,0.04641281613882499,0.0464847116794678,0.037663843459359,0.0518553212898898
c2w_event,reconstructed_signal,semiannual_150_300_days,0.0051350418048329415,0.00457368102454825,0.0027389843658916,0.0105366753057005
c2w_event,reconstructed_signal,subseasonal_7_30_days,0.2209712594431939,0.22050102923915127,0.2164798580378054,0.2287901750904433
c2w_event,reconstruction_residual,annual_300_430_days,0.002400728861348448,0.0019481525442359001,0.0006055883734116,0.0084873695896552
c2w_event,reconstruction_residual,high_frequency_2_7_days,0.7046437387842986,0.6999910063277426,0.6418907879034311,0.7810107929401249
c2w_event,reconstruction_residual,interannual_1_3_years,0.005340893872519365,0.0042362926529931,0.0011544745075997,0.0187755371289978
c2w_event,reconstruction_residual,low_frequency_gt_3_years,0.0018407513953026717,0.0010071817540972501,0.0001733940818584,0.0098126170171931
c2w_event,reconstruction_residual,seasonal_30_150_days,0.05617747494755783,0.054549251836065696,0.0355262109515973,0.0877477669956488
c2w_event,reconstruction_residual,semiannual_150_300_days,0.008431122124179402,0.0078138540431697,0.0029570421268044,0.0268118067539868
c2w_event,reconstruction_residual,subseasonal_7_30_days,0.2223074588350995,0.22050368127687603,0.1562808352209686,0.2958003140432672
c2w_event,seasonal_subannual,annual_300_430_days,0.003122596980208105,0.00289660157912385,5.968791939565007e-06,0.0118008795781263
c2w_event,seasonal_subannual,high_frequency_2_7_days,0.018217370765207304,0.01672795283025295,0.0037114182195387,0.0476123255125453
c2w_event,seasonal_subannual,interannual_1_3_years,0.0035633088926924476,0.00229407290562865,4.0815124589381375e-05,0.0196616346265824
c2w_event,seasonal_subannual,low_frequency_gt_3_years,6.946719066829802e-05,3.184939970934384e-05,6.316165201887695e-06,0.0005094200688277
c2w_event,seasonal_subannual,seasonal_30_150_days,0.9026795662704548,0.9077953046378127,0.7714164303456342,0.9759591019871418
c2w_event,seasonal_subannual,semiannual_150_300_days,0.017276094623171506,0.01043719993498455,0.0013235672776501,0.0755785170457711
c2w_event,seasonal_subannual,subseasonal_7_30_days,0.056487704577252475,0.05475567615524655,0.0059211799789974,0.1377003977115216
c2w_event,semiannual,annual_300_430_days,0.04257460876660566,0.0105459687197251,9.808736049787782e-05,0.2950587969479732
c2w_event,semiannual,high_frequency_2_7_days,0.03297751481314064,0.00150247521183525,9.850707407126197e-08,0.3987308051042324
c2w_event,semiannual,interannual_1_3_years,0.01882147109566919,0.00323499166091335,0.0001588429862531,0.2076098760214168
c2w_event,semiannual,low_frequency_gt_3_years,0.0001531882288096505,0.00010006614134477909,1.2456294100671976e-05,0.0012125770253397
c2w_event,semiannual,seasonal_30_150_days,0.10211951847636307,0.0508326486716845,0.0005721416180428,0.4101927343133419
c2w_event,semiannual,semiannual_150_300_days,0.7687823976154174,0.8319534378836452,0.2586512292619202,0.9613510373254056
c2w_event,semiannual,subseasonal_7_30_days,0.04738816218817693,0.0050810331120882,7.116774609350879e-07,0.6694782134528302
c2w_event,subseasonal,annual_300_430_days,0.0004851385299869451,0.00028640303478710003,8.506473200111341e-07,0.0025960389609897
c2w_event,subseasonal,high_frequency_2_7_days,0.04716780416276204,0.0443035867850403,0.0260188554956944,0.0731306836410195
c2w_event,subseasonal,interannual_1_3_years,0.0006223151865589878,0.0002792991088188,2.0855389684217543e-06,0.004863153588971
c2w_event,subseasonal,low_frequency_gt_3_years,1.100993149236379e-05,4.064767000677112e-06,5.998697546741604e-08,0.0001741187543202
c2w_event,subseasonal,seasonal_30_150_days,0.01607723967280935,0.0159598351547033,0.0027942240269997,0.0308790472776061
c2w_event,subseasonal,semiannual_150_300_days,0.0007599548870707304,0.0005378794274330499,4.5907439973023494e-05,0.0033673021172381
c2w_event,subseasonal,subseasonal_7_30_days,0.9351084117268592,0.9364851716101747,0.905965266279302,0.9642792734198709
c2w_event,trend,annual_300_430_days,0.003022001321631509,0.0027471775000248,0.0007947016819654,0.0094722855199052
c2w_event,trend,high_frequency_2_7_days,9.121186469931264e-08,6.453573041873516e-08,1.4844792666382313e-08,3.1790512744957716e-07
c2w_event,trend,interannual_1_3_years,0.6009864415479532,0.6284745385846485,0.275354607542189,0.8246817590709122
c2w_event,trend,low_frequency_gt_3_years,0.39637971598971,0.3697537740716372,0.1736904185793149,0.7114892544048503
c2w_event,trend,seasonal_30_150_days,0.0005002157020655756,0.0003753485675794,0.0001096953213966,0.0023340228707595
c2w_event,trend,semiannual_150_300_days,0.0019520392665242309,0.0011882811150951,0.0002859047483872,0.0089299793989771
c2w_event,trend,subseasonal_7_30_days,5.091126968967513e-06,3.69606774429574e-06,1.1164641288906856e-06,2.065857226612298e-05
c2w_transition_intensity,annual,annual_300_430_days,0.44072567055041656,0.4253201290255747,0.2490480922303809,0.7596947339787059
c2w_transition_intensity,annual,high_frequency_2_7_days,0.04418602180904114,0.0048394589004321,1.5595868415546026e-09,0.2950144992856129
c2w_transition_intensity,annual,interannual_1_3_years,0.34881302393065006,0.3299940803383705,0.1351836918073165,0.7198133899392529
c2w_transition_intensity,annual,low_frequency_gt_3_years,0.0026471591178535347,0.001401400261589,7.194923959373428e-05,0.0101488421770254
c2w_transition_intensity,annual,seasonal_30_150_days,0.0678690068898789,0.0167057401883064,0.0002280890410667,0.4035924962977898
c2w_transition_intensity,annual,semiannual_150_300_days,0.23046606197052366,0.1740851346692186,0.0310525776023826,0.580773925695986
c2w_transition_intensity,annual,subseasonal_7_30_days,0.04771168409896365,0.0040880438477853,5.2548126673194114e-06,0.4491457887509696
c2w_transition_intensity,high_frequency,annual_300_430_days,8.409888304471768e-05,5.777843872971693e-05,1.2267216362769126e-07,0.000524037498648
c2w_transition_intensity,high_frequency,high_frequency_2_7_days,0.9768532145404043,0.9785716509984386,0.9608000779904312,0.9882264552546568
c2w_transition_intensity,high_frequency,interannual_1_3_years,0.00010099668317091267,5.4190449893738265e-05,5.639526322478574e-07,0.0005378203506784
c2w_transition_intensity,high_frequency,low_frequency_gt_3_years,1.4412426914374743e-06,4.820246048061931e-07,3.5486489380160064e-08,1.3043700817501096e-05
c2w_transition_intensity,high_frequency,seasonal_30_150_days,0.0020877774873464456,0.00185187597361025,0.0006098996710853,0.0044007101175084
c2w_transition_intensity,high_frequency,semiannual_150_300_days,0.0001775906616486624,0.00011294967578635519,5.269673245806694e-06,0.0011711170648828
c2w_transition_intensity,high_frequency,subseasonal_7_30_days,0.02073419209862603,0.0190150755917864,0.0107381080539984,0.0371820158483466
c2w_transition_intensity,interannual,annual_300_430_days,0.20500988346839966,0.1938152222947468,0.0019565878356457,0.4009352586324768
c2w_transition_intensity,interannual,high_frequency_2_7_days,0.04091478882479123,0.0026548060056828,2.064617414551217e-09,0.4052080040219338
c2w_transition_intensity,interannual,interannual_1_3_years,0.64068569170437,0.6635552805858883,0.2255900316765121,0.9042529482251396
c2w_transition_intensity,interannual,low_frequency_gt_3_years,0.027372800288874632,0.0155409190590137,0.0041518063011134,0.315739462843411
c2w_transition_intensity,interannual,seasonal_30_150_days,0.1113878015328074,0.0337754668206727,4.9617337547544606e-05,0.4034931524143276
c2w_transition_intensity,interannual,semiannual_150_300_days,0.055104853199251326,0.0251968426578252,0.0003228031602363,0.2123436029078971
c2w_transition_intensity,interannual,subseasonal_7_30_days,0.045290779618437325,0.009179674509593,6.608153894185185e-08,0.4953010635369657
c2w_transition_intensity,original,annual_300_430_days,0.0025529260304298783,0.0022554006875029004,0.0004523731402172,0.0073349138967417
c2w_transition_intensity,original,high_frequency_2_7_days,0.7205866066287653,0.7211338502679603,0.7140721996184222,0.7234838216303713
c2w_transition_intensity,original,interannual_1_3_years,0.004966526821543815,0.00509722490541415,0.002221285048342,0.0089758908867779
c2w_transition_intensity,original,low_frequency_gt_3_years,0.0007459184576423566,0.00059828247955415,0.0001093114498294,0.0023813628938519
c2w_transition_intensity,original,seasonal_30_150_days,0.046189049796073786,0.046376183015882144,0.036907375913241,0.0518137557914354
c2w_transition_intensity,original,semiannual_150_300_days,0.005110191049583987,0.00449622813468275,0.0027006246951376,0.0106619157062136
c2w_transition_intensity,original,subseasonal_7_30_days,0.22104245962606,0.22064342351670996,0.2164389162845107,0.2294103329481689
c2w_transition_intensity,reconstructed_signal,annual_300_430_days,0.0025529260304298783,0.0022554006875029004,0.0004523731402172,0.0073349138967417
c2w_transition_intensity,reconstructed_signal,high_frequency_2_7_days,0.7205866066287653,0.7211338502679603,0.714072199618422,0.7234838216303711
c2w_transition_intensity,reconstructed_signal,interannual_1_3_years,0.004966526821543815,0.00509722490541415,0.002221285048342,0.0089758908867779
c2w_transition_intensity,reconstructed_signal,low_frequency_gt_3_years,0.0007459184576423566,0.00059828247955415,0.0001093114498294,0.0023813628938519
c2w_transition_intensity,reconstructed_signal,seasonal_30_150_days,0.046189049796073786,0.046376183015882144,0.036907375913241,0.0518137557914354
c2w_transition_intensity,reconstructed_signal,semiannual_150_300_days,0.005110191049583981,0.00449622813468275,0.0027006246951375,0.0106619157062136
c2w_transition_intensity,reconstructed_signal,subseasonal_7_30_days,0.22104245962606,0.22064342351671,0.2164389162845107,0.2294103329481689
c2w_transition_intensity,reconstruction_residual,annual_300_430_days,0.0027740731777714522,0.0016863236950619,0.0004254695574638,0.0195994463183654
c2w_transition_intensity,reconstruction_residual,high_frequency_2_7_days,0.7035183448277575,0.7039628750071822,0.5986312643637671,0.7683695771927219
c2w_transition_intensity,reconstruction_residual,interannual_1_3_years,0.005994643146089524,0.004082095586544,0.000866819554488,0.0457769508308618
c2w_transition_intensity,reconstruction_residual,low_frequency_gt_3_years,0.0016344819081321313,0.0009640691353067501,7.632276175953169e-05,0.0092214663405739
c2w_transition_intensity,reconstruction_residual,seasonal_30_150_days,0.056267320168614014,0.052341171345336904,0.0292236430715306,0.0935876000188801
c2w_transition_intensity,reconstruction_residual,semiannual_150_300_days,0.007384483443498817,0.00619570560862765,0.0023273749273682,0.0267408415758039
c2w_transition_intensity,reconstruction_residual,subseasonal_7_30_days,0.22380271422005235,0.22366110241399156,0.1407990618792793,0.3323921688211059
c2w_transition_intensity,seasonal_subannual,annual_300_430_days,0.004646299697934516,0.0021401750061386497,4.724807778393009e-06,0.0361009544277201
c2w_transition_intensity,seasonal_subannual,high_frequency_2_7_days,0.018017813388188707,0.01443264840554525,0.0041009293118845,0.0575608068150557
c2w_transition_intensity,seasonal_subannual,interannual_1_3_years,0.006063313966311677,0.00137491988208675,3.996260394645792e-05,0.0667658590473376
c2w_transition_intensity,seasonal_subannual,low_frequency_gt_3_years,9.638351133803999e-05,3.327662746581146e-05,1.2962783318305455e-06,0.0010457277219743
c2w_transition_intensity,seasonal_subannual,seasonal_30_150_days,0.8996487687167201,0.907207101079745,0.7656867327517621,0.9570237620947916
c2w_transition_intensity,seasonal_subannual,semiannual_150_300_days,0.016863214818463243,0.012146781240821448,0.0006896953196151,0.0859981487971465
c2w_transition_intensity,seasonal_subannual,subseasonal_7_30_days,0.05691409643795982,0.052537442652610955,0.0203474258770042,0.120325734763614
c2w_transition_intensity,semiannual,annual_300_430_days,0.036793499479721395,0.0098939173009808,0.0001204274372077,0.2451901341116938
c2w_transition_intensity,semiannual,high_frequency_2_7_days,0.026598025508160743,0.0027544637867549,7.88979702543296e-08,0.3326300880304103
c2w_transition_intensity,semiannual,interannual_1_3_years,0.015114160142075086,0.0042178883878167,3.312375930738149e-05,0.0840716306764251
c2w_transition_intensity,semiannual,low_frequency_gt_3_years,0.00014639061156646832,0.0001008139331037,1.097170968421864e-05,0.0008931021222296
c2w_transition_intensity,semiannual,seasonal_30_150_days,0.12940630995520813,0.0661399847503272,0.0010085576305153,0.4851676352756217
c2w_transition_intensity,semiannual,semiannual_150_300_days,0.7771087599880231,0.8140278268436951,0.4021976794466673,0.9732275471112516
c2w_transition_intensity,semiannual,subseasonal_7_30_days,0.025511628172951238,0.0086070378382878,3.094398112443267e-06,0.1643704482856267
c2w_transition_intensity,subseasonal,annual_300_430_days,0.00042963886470664714,0.00031275487671719997,5.288385093066605e-07,0.0014211112494609
c2w_transition_intensity,subseasonal,high_frequency_2_7_days,0.04568774206298312,0.04486468390814855,0.0220056381461971,0.0742868781226219
c2w_transition_intensity,subseasonal,interannual_1_3_years,0.0005598283118765479,0.00035206933935994997,4.916429550171696e-06,0.0035513086086576
c2w_transition_intensity,subseasonal,low_frequency_gt_3_years,8.915353643254312e-06,3.838220217146257e-06,3.693683297426822e-07,8.011098910245897e-05
c2w_transition_intensity,subseasonal,seasonal_30_150_days,0.01707450851458072,0.0156318912693671,0.0062720686882509,0.0313497345788194
c2w_transition_intensity,subseasonal,semiannual_150_300_days,0.0008726567856498394,0.00051980800372285,3.7732954630599184e-05,0.0027464209309901
c2w_transition_intensity,subseasonal,subseasonal_7_30_days,0.9355686730133811,0.9360393010982946,0.8938524127337953,0.9625942096428322
c2w_transition_intensity,trend,annual_300_430_days,0.0030036791089834195,0.0027375133497349,0.0007830025629608,0.0086885302194754
c2w_transition_intensity,trend,high_frequency_2_7_days,8.211213868002923e-08,6.040888816196495e-08,1.3902660138965778e-08,2.8847886471509185e-07
c2w_transition_intensity,trend,interannual_1_3_years,0.6042471825824829,0.6272686329558056,0.2782590168454299,0.8409132243172559
c2w_transition_intensity,trend,low_frequency_gt_3_years,0.3934645133129345,0.3717075715413702,0.1543423722568473,0.7105484461999768
c2w_transition_intensity,trend,seasonal_30_150_days,0.00045536426641408446,0.0003615899383805,0.000104288513098,0.001925125699464
c2w_transition_intensity,trend,semiannual_150_300_days,0.0016708516758793621,0.0009329108652454,0.0002579282542486,0.0092857717131203
c2w_transition_intensity,trend,subseasonal_7_30_days,4.547655481373728e-06,3.3539321564909784e-06,1.028332960671166e-06,2.0459125852075765e-05
cases,annual,annual_300_430_days,0.9358771923639785,0.9398742680324099,0.8369791875439342,0.9578163432311988
cases,annual,high_frequency_2_7_days,2.103603380596281e-09,1.6736221232397643e-09,3.0233276265257763e-10,7.020528777563746e-09
cases,annual,interannual_1_3_years,0.4150089817618634,0.41631157884040315,0.3901374300814939,0.4332274334766159
cases,annual,low_frequency_gt_3_years,0.0007049367406647522,0.0006804943666222001,0.0002558350725216,0.0013632184296925
cases,annual,seasonal_30_150_days,5.186213990925412e-05,4.570996341292817e-05,8.670162303234766e-06,0.0001723421245374
cases,annual,semiannual_150_300_days,0.04473852237443907,0.04119558109441865,0.0323400800859928,0.1078098864514365
cases,annual,subseasonal_7_30_days,1.279668735452441e-07,1.0429229910769982e-07,2.099737973201123e-08,4.4162062258973604e-07
cases,high_frequency,annual_300_430_days,6.165723706535281e-08,2.5534472731500446e-08,3.4840879733697703e-10,5.253146796235605e-07
cases,high_frequency,high_frequency_2_7_days,0.9665710494969967,0.9676082087286864,0.944734324406552,0.9797272458736298
cases,high_frequency,interannual_1_3_years,9.875663080187053e-07,4.673690534685811e-07,3.4893019715934475e-09,1.529643692615199e-05
cases,high_frequency,low_frequency_gt_3_years,3.0189826057946965e-07,2.406183107287609e-07,2.8991197666875814e-08,1.507146729489145e-06
cases,high_frequency,seasonal_30_150_days,0.0033108041374665044,0.0030001355210439997,0.0003524734138409,0.0068640766661653
cases,high_frequency,semiannual_150_300_days,1.5023141793206645e-05,1.9046725499851933e-06,5.247576668552141e-09,0.0001975133604623
cases,high_frequency,subseasonal_7_30_days,0.030101806561414864,0.0286655626290221,0.016362371146075,0.0490112802579418
cases,original,annual_300_430_days,0.14321532235250153,0.12090584027476005,0.0247608125640751,0.3566542964488328
cases,original,high_frequency_2_7_days,0.5809444183689514,0.5984731183224317,0.3066662247955097,0.6786662172671202
