date,original,annual,high_frequency,seasonal_subannual,semiannual,subseasonal,trend,reconstructed_without_noise,residual
2005-01-01,20.144526,-6.989703135838727,-0.22259599243232991,2.8781091563876586,2.507704767068746,-4.020627427998278,11.305372139017715,5.458259506204784,14.686266493795216
2005-01-02,0.011186814,-7.348449568717916,-4.307382189906352,2.114875158394281,2.49987100088323,-4.488429633826594,11.297687960879033,-0.231827272294316,0.24301408629431598
2005-01-03,0.033951133,-7.503538637363381,-3.928259205885768,1.237013473339041,1.9353182626273027,-2.266127879296952,11.304715466019706,0.779121479439949,-0.7451703464399491
2005-01-04,1.3648856,-7.588680688591368,0.4380435752382331,0.6575117197130199,1.2400690399373446,0.1400699469126443,11.31170330902993,6.198716902239806,-4.833831302239806
2005-01-05,0.13108295,-7.650542875097149,3.3974622347472687,0.3822378883903881,0.7149795222382461,-0.2685275892573935,11.315123926418924,7.890733107440283,-7.759650157440284
2005-01-06,3.387237,-7.701494576198673,2.0512333322155896,0.3102275852128753,0.42917049344764713,-4.058670980552895,11.31776903567782,2.348234889802363,1.0390021101976368
2005-01-07,1.7337435,-7.744989428365756,-0.7071790544255991,0.4540767447341666,0.2879085167972849,-8.894518376576258,11.318531521922182,-5.286170075913979,7.0199135759139795
2005-01-08,0.4601991,-7.78087708861874,-0.9650020635683034,0.9287249420833806,0.17381002957622838,-11.818631638622652,11.31869693230428,-8.143278886845808,8.603477986845808
2005-01-09,1.4294156,-7.811414710116081,0.6253736959675447,1.7900984554145594,0.048986704752022735,-11.86128178070232,11.318614896002181,-5.8896227386820925,7.319038338682093
2005-01-10,0.9127832,-7.837294439014468,0.369357008232868,2.9283708569227427,-0.022362381319940075,-10.152941987250895,11.318468307818327,-3.3964026346113663,4.309185834611366
2005-01-11,3.3260834,-7.857465246386074,-2.6122294450685595,4.06592080476771,0.047415742722721005,-7.6271821355030145,11.319089681972773,-2.6644505974944437,5.990533997494444
2005-01-12,3.0259995,-7.873734916271898,-4.7797737765315,4.891688731556185,0.2742819638063735,-3.249499635710948,11.318662351982368,0.5816247188305788,2.4443747811694214
2005-01-13,0.6045997,-7.886644604453213,-2.9111628810887584,5.24970502146043,0.5861847993522605,4.687673708701974,11.317347791797763,11.043103835770456,-10.438504135770456
2005-01-14,0.5753718,-7.8947123476234875,1.6177350680997375,5.191881851748093,0.8712103785974274,15.354181878646767,11.316559228984218,26.456856058452754,-25.881484258452755
2005-01-15,78.92558,-7.871958065574979,4.826240826683534,4.829806238693248,1.0210324601979033,24.137341348395054,11.331912802645395,38.274375611040156,40.65120438895984
2005-01-16,99.70086,-7.864375707122779,4.959564044219962,4.2456576448922565,0.9885482531453385,25.602248461692998,11.338618056801431,39.27026075362921,60.4305992463708
2005-01-17,11.466521,-7.88944811029796,3.8640506960170824,3.5748081997156604,0.8179736307425673,18.660107434905296,11.32798328670627,30.355475137788915,-18.888954137788915
2005-01-18,0.33094501,-7.914720873648022,3.2141203695658964,2.9896440363962267,0.6004776246569677,8.05106023797647,11.316831720993667,18.257413115941205,-17.926468105941204
2005-01-19,0.8320457,-7.935836349771003,1.7724918900075166,2.5388634987454948,0.4126831901354924,0.424588145715867,11.306784742592152,8.51957511742552,-7.6875294174255195
2005-01-20,0.8283812,-7.952377317144755,-1.569681447947276,2.182005485003385,0.31339380285683666,-0.5446269161572721,11.297552221823379,3.726265828434297,-2.897884628434297
2005-01-21,0.29959366,-7.962563395782446,-4.673663516659202,1.8359083107381586,0.32039699807321637,3.3417698507545097,11.289036104039397,4.150884351163633,-3.8512906911636327
2005-01-22,0.026524533,-7.960937054491772,-4.379047914603724,1.440451777922761,0.391081163677762,6.740505619375757,11.284283787731981,7.516337379612764,-7.4898128466127645
2005-01-23,5.22246,-7.954195501284376,-0.9927832892663038,1.0128978049984516,0.45244147674752333,5.513257694220205,11.280940044191533,9.312558229607033,-4.090098229607033
2005-01-24,2.4876668,-7.946321722364617,1.9766147126879168,0.6207694588681627,0.46077632548354563,0.1012583031643366,11.277250509992728,6.490347587832073,-4.002680787832073
2005-01-25,2.1309607,-7.935138282139872,2.6247198481625618,0.31077780036495467,0.4399208014084376,-5.409545731078506,11.27344353745896,1.304177974176536,0.8267827258234641
2005-01-26,6.0569234,-7.918781998109266,2.527228509102036,0.03117252768772029,0.44424653548346327,-7.53618754916322,11.269414777293859,-1.1829071977054078,7.239830597705407
