date,original,annual,seasonal_subannual,semiannual,subseasonal,trend,reconstructed_without_noise,residual
2005-01-01,2.7799344415602163,-6.875985038657652,0.0290031606018238,0.021733285505826164,-0.07483477339065736,10.316756362088286,3.4166729961476268,-0.6367385545874105
2005-01-02,3.1230867467666363,-6.939711162103047,0.11165776106664832,0.07848538024208498,0.19283382115320802,10.31906632549457,3.7623321258534625,-0.6392453790868262
2005-01-03,4.358621766631039,-7.000806689889151,0.21791017146423494,0.13561142179065466,0.49377551288571986,10.321376338112957,4.1678667543644154,0.1907550122666235
2005-01-04,4.877339472687545,-7.0634158047338165,0.3165412076170696,0.18927674591161836,0.6863443201397396,10.321745875020776,4.4504923439553865,0.4268471287321587
2005-01-05,3.116697722505332,-7.126238390166417,0.3981343653415247,0.24059909269712598,0.677004458385206,10.320881188730633,4.510380714988072,-1.39368299248274
2005-01-06,4.505179689691856,-7.186810989238799,0.46836125480874324,0.2917909339194412,0.4550793567485276,10.320030509743154,4.348451065981067,0.156728623710789
2005-01-07,4.713414553674727,-7.24597048794673,0.5103316407002795,0.34201763093200654,0.03522772060317095,10.318798244844936,3.960404749133663,0.7530098045410636
2005-01-08,3.3601786411607275,-7.3038275957455845,0.520744085049015,0.391125696579894,-0.4611221459361359,10.317125386632517,3.4640454265797063,-0.10386678541897876
2005-01-09,3.1589635428601466,-7.359317167754347,0.5085257169413849,0.440021057040081,-0.8490188813138064,10.315538350992377,3.0557490759056893,0.10321446695445724
2005-01-10,3.2585291257395648,-7.411757284432233,0.4808753590828245,0.48928538008255296,-0.9817583344897766,10.314376286940899,2.891021407184266,0.3675077185552986
2005-01-11,3.5902010054326174,-7.461041434593531,0.44551075262898504,0.5389633416492909,-0.8025997701867739,10.313689608629078,3.0345224981270498,0.5556785073055677
2005-01-12,2.8958013223783663,-7.507846934006214,0.4073756959566138,0.5883595955023538,-0.36720771134940433,10.313126003953206,3.433806650056555,-0.5380053276781886
2005-01-13,3.4178423173126515,-7.551855500238727,0.37340455830338953,0.6376730796351857,0.187424811929016,10.312835706517859,3.959482656146723,-0.5416403388340716
2005-01-14,4.484009122391648,-7.592997173391032,0.34462524060272254,0.686884264418504,0.6830828348335287,10.312853739400907,4.434448905864631,0.04956021652701725
2005-01-15,5.322644252692149,-7.630830448179875,0.3208167977760239,0.7363320714094406,0.9755488603315549,10.313399488713209,4.715266770050354,0.6073774826417955
2005-01-16,4.9084930966971285,-7.666416750030969,0.297517116536679,0.7849628824591155,1.0062278035714731,10.313936814260614,4.736227866796914,0.17226522990021476
2005-01-17,3.6751003812011502,-7.699440417664147,0.2746269182669763,0.8329906761853951,0.8169916691828815,10.314618780811148,4.539787626782255,-0.8646872455811048
