date,original,annual,high_frequency,seasonal_subannual,semiannual,subseasonal,trend,reconstructed_without_noise,residual
2005-01-01,0.2658380896198201,0.041494686925966834,0.021934691390365368,0.02235252854545991,0.018567299912265668,0.003247188735865458,0.15063420844340886,0.2582306039533321,0.007607485666488001
2005-01-02,0.2175038915071255,0.04183316304426135,0.0005945951775621843,0.01854113628806417,0.018716232264344455,0.0034362660419610344,0.15071253906609824,0.23383393188229146,-0.016330040375165944
2005-01-03,0.2900051886761673,0.042221252052359624,0.026474298770689225,0.016140014787370798,0.018902810056074634,0.0014292743202181145,0.15082155515504067,0.25598920514175305,0.03401598353441426
2005-01-04,0.2416709905634728,0.04262650384164384,-0.007979534181358904,0.012490297955432932,0.019069070498690287,0.003419459671612014,0.15094517507554167,0.22057097286156185,0.021100017701910945
2005-01-05,0.2336152908780237,0.042898270142353964,-0.013191924462968657,0.008409775524664147,0.01912325838213159,0.0010451152498152294,0.15100592360775295,0.2092904184437492,0.024324872434274503
2005-01-06,0.2336152908780237,0.04307666536785563,0.021794582660644393,0.004440231531191617,0.019102133118547342,0.0030117186661621775,0.15102354496935472,0.2424488763137559,-0.008833585435732177
2005-01-07,0.1933367924507782,0.04333483963813255,-0.017678921504524606,0.00026335406494533073,0.019142972400742708,0.004145254254196099,0.15108904422476468,0.20029654307825676,-0.006959750627478556
2005-01-08,0.17722539307988,0.043576739686101824,-0.0014478871339884754,-0.004123900627993938,0.019163533500819504,0.007543063403528514,0.15115300511522461,0.21586455394369206,-0.038639160863812055
2005-01-09,0.2658380896198201,0.04381071084610801,0.021269574981806785,-0.00824839003243167,0.0191711925451862,0.009927353514644684,0.1512201145775207,0.2371505564328347,0.028687533186985387
2005-01-10,0.2255595911925746,0.044008434406535825,-0.005634046611263717,-0.01265767921223207,0.019130487263495866,0.005924571548213724,0.1512754859400755,0.20204725333482515,0.02351233785774945
2005-01-11,0.17722539307988,0.04418619761903738,0.010802144547804671,-0.01735341421398974,0.019057596954417423,-0.0012618634966937545,0.15132765082747232,0.2067583122380483,-0.029532919158168303
2005-01-12,0.1530582940235328,0.04434605140645474,-0.02558998279243653,-0.021461335013895487,0.018964769934628464,-0.00715679199735265,0.1513772377669195,0.16047994930431803,-0.007421655280785228
2005-01-13,0.2175038915071255,0.04451684505553093,0.0036603891980242775,-0.024512959680075226,0.0188797538652785,-0.005553641103189418,0.15143931800458652,0.18842970534015557,0.02907418616696994
