date,original,annual,high_frequency,seasonal_subannual,semiannual,subseasonal,trend,reconstructed_without_noise,residual
2005-01-01,2.977993761960633,0.9637516555187193,-0.10957928670011141,0.12395791121950478,0.12028097859751456,-0.16724052997201658,0.18912171653637294,1.1202924451999836,1.8577013167606493
2005-01-02,0.4513198664309767,0.958147159042846,0.09410066429910333,0.1508281411688698,0.11839016277671294,-0.17633249421141028,0.1883044342870393,1.333438067363161,-0.8821182009321842
2005-01-03,-0.0927275395582648,0.9569694351307083,0.32717576092452016,0.1562363175444493,0.10097096625253513,0.10101755099421672,0.18891434013664066,1.8312843709830702,-1.924011910541335
2005-01-04,2.171889267733745,0.9578071889375586,-0.1880522303321713,0.14517296061484727,0.07702477118277667,0.3322713902180197,0.19028125540084345,1.5145053360218743,0.6573839317118708
2005-01-05,2.5595944380191256,0.9553050780685048,-0.6333924891809836,0.13962094035309408,0.050898955594622604,0.31998102825573965,0.19016241229697065,1.0225759253879483,1.5370185126311773
2005-01-06,0.8150232981586667,0.951993477511712,-0.23392195791990458,0.1543475093941406,0.028517335840532218,0.14493900946751415,0.18972778301882873,1.2356031573128232,-0.4205798591541565
2005-01-07,1.7108389228256546,0.9479233924700867,0.1603180186432579,0.17742726247776258,0.009078800014139958,-0.09931069066679514,0.1889430787373814,1.3843798616758336,0.32645906114982104
2005-01-08,0.95488846973284,0.9448323240284533,0.10112185629040817,0.20009466084463784,-0.004489409867700661,-0.24948605888340886,0.1886992461032348,1.1807726185156247,-0.22588414878278462
2005-01-09,1.354955520103619,0.9421339184143741,-0.1774503549976638,0.2445897288019714,-0.01116485771444218,-0.3227901805122249,0.18880078143836337,0.864119035430378,0.4908364846732409
2005-01-10,0.0596467310431555,0.938325420388667,-0.2774345864209573,0.32139322412489213,-0.012231851345550215,-0.3672365054421181,0.1885597988864697,0.7913755001914032,-0.7317287691482477
2005-01-11,1.3157361824706688,0.9347770896888585,0.1589259189501995,0.40782977466731696,-0.009404800379578249,-0.30372570406455135,0.1885821102674031,1.3769843891296485,-0.061248206658979676
2005-01-12,2.401491376790197,0.930817724243255,0.4206401911735233,0.4662352385352916,-0.006481579490703951,-0.12955245140065963,0.18850703759796353,1.87016616065867,0.531325216131527
2005-01-13,1.3201614566845208,0.9259884805700861,-0.11126180158184422,0.4930873150972187,-0.004892625885862492,0.11848010018489191,0.18816447637146655,1.6095659447559563,-0.2894044880714355
2005-01-14,0.1650803218517591,0.9210163975952267,-0.35560767376045727,0.5127090965017232,-0.005489326631575489,0.41212724194307476,0.18785644487680128,1.6726121805247933,-1.5075318586730342
2005-01-15,4.077666080100303,0.9168635315373566,0.30654136587832764,0.5321856309264031,-0.008177430271332622,0.7014134884822149,0.18801875597693182,2.636845342529901,1.440820737570402
2005-01-16,2.944507941987669,0.9109061176051009,0.6472440792190508,0.5298273773239675,-0.015763124016253946,0.7765518946964786,0.18744558188506907,3.0362119267134124,-0.09170398472574348
2005-01-17,3.564900694644397,0.904083702490438,0.13989064220461916,0.506966096251153,-0.02558649623236102,0.6558231236331122,0.18657424609944642,2.3677513144464073,1.1971493801979896
2005-01-18,1.1599693855920608,0.8966622901709418,-0.46840893941882783,0.4919539492832305,-0.03346372683761675,0.4818806512651627,0.18557583453269286,1.5542000589955831,-0.39423067340352236
2005-01-19,0.8603053848758353,0.8891355020868251,-0.42391830859272783,0.504878670153086,-0.03698732816190723,0.3441915730653736,0.18465819630298871,1.4619583048536384,-0.6016529199778031
2005-01-20,1.9677695397307735,0.8824138459786253,0.3837748486088262,0.5284994946814972,-0.035520898297527456,0.30621952862332524,0.1842446452580504,2.249631464852797,-0.28186192512202357
2005-01-21,3.934778223478803,0.8749420264061709,0.8222626631837068,0.5311076574917626,-0.03260530758932114,0.20562488377574178,0.18361558574410944,2.5849475090121703,1.3498307144666328
