date,original,high_frequency,interannual,subseasonal,trend,reconstructed_without_noise,residual
2005-01-01,0.0,0.061971017795484716,0.021393684248465418,-0.001410666222116623,0.00509260989410681,0.08704664571594033,-0.08704664571594033
2005-01-02,0.0,-0.036007556284282455,0.01423440310671798,-0.009625413226138446,0.005063414042080178,-0.026335152361622743,0.026335152361622743
2005-01-03,0.0,-0.012001358930054905,0.008309332063658335,-0.020530523977806265,0.005053445589193804,-0.01916910525500903,0.01916910525500903
2005-01-04,0.0,0.0031316064563304564,0.01617436796429334,-0.015392889675003617,0.0050476759876840645,0.008960760733304244,-0.008960760733304244
2005-01-05,0.0,-0.02355501058024918,0.01110321654404835,-0.007008883501484915,0.005045490997418336,-0.01441518654026741,0.01441518654026741
2005-01-06,0.0,0.0653737975677992,0.010998704017239812,-0.00786461027122143,0.005044444008677915,0.07355233532249549,-0.07355233532249549
2005-01-07,0.0,-0.00903272591998566,0.008085817006596257,-0.00635258966559741,0.005036120603175366,-0.0022633779758114477,0.0022633779758114477
2005-01-08,0.0,-0.014137131967379769,0.0066272687301891986,0.006534438443132065,0.005022530247247886,0.004047105453189381,-0.004047105453189381
2005-01-09,0.0,0.009557797645787852,0.012486059893796253,0.007708786206388292,0.005009639379362971,0.03476228312533537,-0.03476228312533537
2005-01-10,0.0,-0.029720438384252878,0.006449160785563346,-0.005180520623183067,0.004989570300037407,-0.02346222792183519,0.02346222792183519
2005-01-11,0.0,0.03415025158958055,0.006056778250406807,-0.010425768057737778,0.0049715036456329945,0.034752765427882575,-0.034752765427882575
2005-01-12,0.0,-0.05480153419474581,0.008791055862116709,-0.0041232456869419575,0.004956609541872304,-0.04517711447769875,0.04517711447769875
2005-01-13,0.0,-0.000574634515446226,0.006719962223921402,0.006150237701817423,0.005113989893548084,0.017409555303840682,-0.017409555303840682
2005-01-14,0.0,0.061235272050926826,0.007568551636910073,0.002379300687910965,0.00524650085834655,0.07642962523409441,-0.07642962523409441
2005-01-15,0.0,0.018718066504987,0.0028419299378733484,0.0031327231370486225,0.005357540716281358,0.030050260296190328,-0.030050260296190328
2005-01-16,0.0,-0.034890393067364835,0.0025274713909083915,0.00477299614592922,0.005454545261268234,-0.022135380269258986,0.022135380269258986
2005-01-17,0.0,0.004768009108461815,0.0061657172944653196,0.0013175427217286912,0.005547084511139758,0.017798353635795586,-0.017798353635795586
2005-01-18,0.0,-0.03506680387270713,0.0025490159793431135,0.004423191634115043,0.005630891421788817,-0.02246370483746015,0.02246370483746015
2005-01-19,0.0,0.030140103877627507,0.003210059949799946,0.014684520526569211,0.005706369258111585,0.05374105361210825,-0.05374105361210825
2005-01-20,0.0,0.0023365274690121778,0.0029440582304160103,0.024526207308962454,0.005771760651057705,0.03557855365944834,-0.03557855365944834
2005-01-21,0.0,0.022255708998798567,0.004633901110765868,0.017120951684281457,0.005830256964771412,0.04984081875861731,-0.04984081875861731
2005-01-22,0.0,0.01797122916015563,0.005624771724932473,0.008068633585615503,0.0058791877183716704,0.037543822189075274,-0.037543822189075274
2005-01-23,0.0,-0.05562701445696194,0.0016369738425118469,0.0035713147205715828,0.005923947468207943,-0.044494778425670574,0.044494778425670574
2005-01-24,0.0,-0.0013216007147880972,0.003688657508984886,0.004830689805697671,0.005965327662742561,0.01316307426263702,-0.01316307426263702
2005-01-25,0.0,0.034137156643930064,0.004176435958388378,-0.0007801405456781697,0.006006000563795023,0.04353945262043529,-0.04353945262043529
2005-01-26,0.0,-0.03702865481879788,0.0044091515490617015,-0.020429899224388932,0.006043962973111943,-0.047005439521013166,0.047005439521013166
2005-01-27,0.0,0.009570138239580804,0.004197458679285287,-0.03653883408428513,0.0060790192625150945,-0.01669221790290394,0.01669221790290394
2005-01-28,0.0,0.01396274809553556,0.0024133775013947243,-0.0363966651547772,0.0061141469881131035,-0.013906392569733812,0.013906392569733812
2005-01-29,0.0,0.006442191262061088,0.006086508579413187,-0.02429897774270973,0.006149204384513275,-0.0056210735167221805,0.0056210735167221805
2005-01-30,0.0,-0.016584582353137464,0.005273799710347216,-0.014135368934107485,0.006183476605089857,-0.019262674971807874,0.019262674971807874
